# The kernel record, read by `rudb-bench kernels --check`.
#
# One block per machine. Written by `rudb-bench kernels --record`, which runs `cargo xtask kernels
# --json` in a rudb checkout and stores what it said. The numbers are nanoseconds per row and every
# machine has its own, so a block is only ever compared against a later block from the same machine.
#
# A cell line is the table, the case, the detail, the form pair or stage, the null percentage, the
# rows the time was divided by, nanoseconds per row, the interquartile range as a percentage of the
# median, and whether a specialized loop ran or the row at a time path did. Separated by pipes
# because a case name has spaces in it and a column layout that breaks on the first one is a file
# format that works until somebody adds a case.
#
# This is also the committed form of the compaction surface, which sub-milestone 2b asks for by
# name: the rows whose table is `compaction` are it.
#
# Rule ten applies here as everywhere. Nothing in this file times a query, so nothing in it is a
# result on its own.

[kernels]
machine   gamingpc-wsl
rudb      0.2.2 6e78afa
recorded  2026-09-11
cell      comparison | Bool | BOOLEAN | flat/flat | 0 | 1024 | 0.0544 | 0.8 | kernel
cell      strings | prefix ties, inline | VARCHAR | flat/const | 50 | 1024 | 13.5999 | 3.9 | kernel
cell      strings | prefix ties, inline | VARCHAR | const/flat | 50 | 1024 | 14.3149 | 9.4 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/const | 50 | 1024 | 12.5125 | 7.5 | kernel
cell      strings | prefix ties, inline | VARCHAR | dict/flat | 50 | 1024 | 14.5873 | 4.0 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 0 | 1024 | 6.0648 | 10.6 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 0 | 1024 | 5.9591 | 12.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 0 | 1024 | 5.7938 | 5.2 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 0 | 1024 | 8.3298 | 18.4 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 0 | 1024 | 7.1251 | 21.0 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 1 | 1024 | 6.4471 | 2.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 1 | 1024 | 7.0162 | 5.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 1 | 1024 | 6.4263 | 7.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 1 | 1024 | 5.8454 | 10.2 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 1 | 1024 | 9.8817 | 22.4 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/flat | 50 | 1024 | 6.0831 | 12.3 | kernel
cell      strings | prefix decides, arena | VARCHAR | flat/const | 50 | 1024 | 9.0519 | 36.7 | kernel
cell      strings | prefix decides, arena | VARCHAR | const/flat | 50 | 1024 | 6.7329 | 4.8 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/const | 50 | 1024 | 6.0179 | 10.6 | kernel
cell      strings | prefix decides, arena | VARCHAR | dict/flat | 50 | 1024 | 8.2199 | 14.9 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 0 | 1024 | 12.3423 | 7.8 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 0 | 1024 | 13.1520 | 14.7 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 0 | 1024 | 13.1791 | 8.3 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 0 | 1024 | 13.8419 | 8.0 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 0 | 1024 | 13.9903 | 3.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 1 | 1024 | 14.4699 | 7.8 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 1 | 1024 | 15.6864 | 16.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 1 | 1024 | 13.9443 | 8.0 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 1 | 1024 | 12.9039 | 11.0 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 1 | 1024 | 15.9137 | 2.2 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/flat | 50 | 1024 | 14.9853 | 5.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | flat/const | 50 | 1024 | 15.0562 | 10.8 | kernel
cell      strings | prefix ties, arena | VARCHAR | const/flat | 50 | 1024 | 15.4218 | 4.2 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/const | 50 | 1024 | 14.3930 | 12.6 | kernel
cell      strings | prefix ties, arena | VARCHAR | dict/flat | 50 | 1024 | 13.8539 | 8.6 | kernel
cell      compaction | 1 bigint | 0.1 | select build | 0 | 3 | 125.0629 | 7.4 | kernel
cell      compaction | 1 bigint | 0.1 | select pass | 0 | 3 | 81.2512 | 13.8 | kernel
cell      compaction | 1 bigint | 0.1 | compact build | 0 | 3 | 217.8613 | 16.2 | kernel
cell      compaction | 1 bigint | 0.1 | compact pass | 0 | 3 | 83.1758 | 5.1 | kernel
cell      compaction | 1 bigint | 1 | select build | 0 | 11 | 36.6859 | 1.0 | kernel
cell      compaction | 1 bigint | 1 | select pass | 0 | 11 | 23.8620 | 9.0 | kernel
cell      compaction | 1 bigint | 1 | compact build | 0 | 11 | 62.7759 | 3.5 | kernel
cell      compaction | 1 bigint | 1 | compact pass | 0 | 11 | 25.1898 | 1.1 | kernel
cell      compaction | 1 bigint | 5 | select build | 0 | 49 | 10.9883 | 2.8 | kernel
cell      compaction | 1 bigint | 5 | select pass | 0 | 49 | 7.0778 | 4.9 | kernel
cell      compaction | 1 bigint | 5 | compact build | 0 | 49 | 18.1356 | 9.6 | kernel
cell      compaction | 1 bigint | 5 | compact pass | 0 | 49 | 5.2228 | 4.8 | kernel
cell      compaction | 1 bigint | 10 | select build | 0 | 100 | 5.5467 | 12.7 | kernel
cell      compaction | 1 bigint | 10 | select pass | 0 | 100 | 3.9526 | 7.3 | kernel
cell      compaction | 1 bigint | 10 | compact build | 0 | 100 | 12.1316 | 6.5 | kernel
cell      compaction | 1 bigint | 10 | compact pass | 0 | 100 | 3.7632 | 9.6 | kernel
cell      compaction | 1 bigint | 25 | select build | 0 | 255 | 2.9585 | 12.3 | kernel
cell      compaction | 1 bigint | 25 | select pass | 0 | 255 | 2.3456 | 7.7 | kernel
cell      compaction | 1 bigint | 25 | compact build | 0 | 255 | 7.5440 | 5.2 | kernel
cell      compaction | 1 bigint | 25 | compact pass | 0 | 255 | 1.9345 | 18.3 | kernel
cell      compaction | 1 bigint | 50 | select build | 0 | 514 | 2.4979 | 15.3 | kernel
cell      compaction | 1 bigint | 50 | select pass | 0 | 514 | 2.1799 | 22.3 | kernel
cell      compaction | 1 bigint | 50 | compact build | 0 | 514 | 5.8820 | 5.0 | kernel
cell      compaction | 1 bigint | 50 | compact pass | 0 | 514 | 1.4225 | 23.2 | kernel
cell      compaction | 1 bigint | 75 | select build | 0 | 765 | 1.9502 | 3.6 | kernel
cell      compaction | 1 bigint | 75 | select pass | 0 | 765 | 1.7357 | 4.5 | kernel
cell      compaction | 1 bigint | 75 | compact build | 0 | 765 | 5.9768 | 7.3 | kernel
cell      compaction | 1 bigint | 75 | compact pass | 0 | 765 | 1.3512 | 5.8 | kernel
cell      compaction | 1 bigint | 100 | select build | 0 | 1024 | 1.7598 | 8.1 | kernel
cell      compaction | 1 bigint | 100 | select pass | 0 | 1024 | 1.5263 | 7.3 | kernel
cell      compaction | 1 bigint | 100 | compact build | 0 | 1024 | 5.5394 | 7.2 | kernel
cell      compaction | 1 bigint | 100 | compact pass | 0 | 1024 | 1.2531 | 7.3 | kernel
cell      compaction | 2 bigint | 0.1 | select build | 0 | 3 | 277.1157 | 13.2 | kernel
cell      compaction | 2 bigint | 0.1 | select pass | 0 | 3 | 160.1263 | 5.5 | kernel
cell      compaction | 2 bigint | 0.1 | compact build | 0 | 3 | 380.7554 | 7.3 | kernel
cell      compaction | 2 bigint | 0.1 | compact pass | 0 | 3 | 159.0314 | 7.3 | kernel
cell      compaction | 2 bigint | 1 | select build | 0 | 11 | 76.3747 | 6.7 | kernel
cell      compaction | 2 bigint | 1 | select pass | 0 | 11 | 47.0187 | 3.6 | kernel
cell      compaction | 2 bigint | 1 | compact build | 0 | 11 | 108.0140 | 4.4 | kernel
cell      compaction | 2 bigint | 1 | compact pass | 0 | 11 | 45.2794 | 6.8 | kernel
cell      compaction | 2 bigint | 5 | select build | 0 | 49 | 22.8508 | 23.7 | kernel
cell      compaction | 2 bigint | 5 | select pass | 0 | 49 | 18.5506 | 11.6 | kernel
cell      compaction | 2 bigint | 5 | compact build | 0 | 49 | 39.7187 | 16.4 | kernel
cell      compaction | 2 bigint | 5 | compact pass | 0 | 49 | 11.8179 | 10.9 | kernel
cell      compaction | 2 bigint | 10 | select build | 0 | 100 | 12.5630 | 5.0 | kernel
cell      compaction | 2 bigint | 10 | select pass | 0 | 100 | 7.8398 | 8.9 | kernel
cell      compaction | 2 bigint | 10 | compact build | 0 | 100 | 19.6686 | 15.3 | kernel
cell      compaction | 2 bigint | 10 | compact pass | 0 | 100 | 6.7214 | 7.2 | kernel
cell      compaction | 2 bigint | 25 | select build | 0 | 255 | 5.7453 | 4.7 | kernel
cell      compaction | 2 bigint | 25 | select pass | 0 | 255 | 5.1690 | 8.6 | kernel
cell      compaction | 2 bigint | 25 | compact build | 0 | 255 | 14.5776 | 10.2 | kernel
cell      compaction | 2 bigint | 25 | compact pass | 0 | 255 | 3.9777 | 7.0 | kernel
cell      compaction | 2 bigint | 50 | select build | 0 | 514 | 4.0959 | 3.3 | kernel
cell      compaction | 2 bigint | 50 | select pass | 0 | 514 | 3.9443 | 3.5 | kernel
cell      compaction | 2 bigint | 50 | compact build | 0 | 514 | 14.0979 | 5.5 | kernel
cell      compaction | 2 bigint | 50 | compact pass | 0 | 514 | 3.3024 | 6.8 | kernel
cell      compaction | 2 bigint | 75 | select build | 0 | 765 | 3.1505 | 10.4 | kernel
cell      compaction | 2 bigint | 75 | select pass | 0 | 765 | 3.3622 | 8.7 | kernel
cell      compaction | 2 bigint | 75 | compact build | 0 | 765 | 10.9510 | 5.5 | kernel
cell      compaction | 2 bigint | 75 | compact pass | 0 | 765 | 2.8286 | 22.3 | kernel
cell      compaction | 2 bigint | 100 | select build | 0 | 1024 | 2.8634 | 14.5 | kernel
cell      compaction | 2 bigint | 100 | select pass | 0 | 1024 | 3.1538 | 9.0 | kernel
cell      compaction | 2 bigint | 100 | compact build | 0 | 1024 | 9.9352 | 6.3 | kernel
cell      compaction | 2 bigint | 100 | compact pass | 0 | 1024 | 2.6551 | 17.8 | kernel
cell      compaction | 4 bigint | 0.1 | select build | 0 | 3 | 599.8166 | 15.3 | kernel
cell      compaction | 4 bigint | 0.1 | select pass | 0 | 3 | 357.8663 | 10.4 | kernel
cell      compaction | 4 bigint | 0.1 | compact build | 0 | 3 | 818.9454 | 0.9 | kernel
cell      compaction | 4 bigint | 0.1 | compact pass | 0 | 3 | 297.2261 | 23.2 | kernel
cell      compaction | 4 bigint | 1 | select build | 0 | 11 | 174.7601 | 5.5 | kernel
cell      compaction | 4 bigint | 1 | select pass | 0 | 11 | 100.6606 | 12.4 | kernel
cell      compaction | 4 bigint | 1 | compact build | 0 | 11 | 194.3227 | 3.9 | kernel
cell      compaction | 4 bigint | 1 | compact pass | 0 | 11 | 122.3842 | 56.0 | kernel
cell      compaction | 4 bigint | 5 | select build | 0 | 49 | 49.7875 | 14.0 | kernel
cell      compaction | 4 bigint | 5 | select pass | 0 | 49 | 27.4964 | 24.8 | kernel
cell      compaction | 4 bigint | 5 | compact build | 0 | 49 | 66.6501 | 7.3 | kernel
cell      compaction | 4 bigint | 5 | compact pass | 0 | 49 | 23.4714 | 7.1 | kernel
cell      compaction | 4 bigint | 10 | select build | 0 | 100 | 24.3697 | 2.7 | kernel
cell      compaction | 4 bigint | 10 | select pass | 0 | 100 | 15.7824 | 6.0 | kernel
cell      compaction | 4 bigint | 10 | compact build | 0 | 100 | 46.3697 | 6.7 | kernel
cell      compaction | 4 bigint | 10 | compact pass | 0 | 100 | 13.0875 | 4.4 | kernel
cell      compaction | 4 bigint | 25 | select build | 0 | 255 | 11.2359 | 17.4 | kernel
cell      compaction | 4 bigint | 25 | select pass | 0 | 255 | 10.5836 | 6.8 | kernel
cell      compaction | 4 bigint | 25 | compact build | 0 | 255 | 28.6127 | 5.6 | kernel
cell      compaction | 4 bigint | 25 | compact pass | 0 | 255 | 9.3878 | 14.1 | kernel
cell      compaction | 4 bigint | 50 | select build | 0 | 514 | 7.1091 | 58.3 | kernel
cell      compaction | 4 bigint | 50 | select pass | 0 | 514 | 7.4710 | 14.6 | kernel
cell      compaction | 4 bigint | 50 | compact build | 0 | 514 | 23.6925 | 4.6 | kernel
cell      compaction | 4 bigint | 50 | compact pass | 0 | 514 | 6.9508 | 27.2 | kernel
cell      compaction | 4 bigint | 75 | select build | 0 | 765 | 5.9719 | 11.0 | kernel
cell      compaction | 4 bigint | 75 | select pass | 0 | 765 | 6.9790 | 1.7 | kernel
cell      compaction | 4 bigint | 75 | compact build | 0 | 765 | 22.1452 | 13.3 | kernel
cell      compaction | 4 bigint | 75 | compact pass | 0 | 765 | 5.0019 | 1.9 | kernel
cell      compaction | 4 bigint | 100 | select build | 0 | 1024 | 5.3209 | 2.5 | kernel
cell      compaction | 4 bigint | 100 | select pass | 0 | 1024 | 6.3147 | 4.5 | kernel
cell      compaction | 4 bigint | 100 | compact build | 0 | 1024 | 19.7886 | 2.0 | kernel
cell      compaction | 4 bigint | 100 | compact pass | 0 | 1024 | 4.5703 | 5.1 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | select build | 0 | 3 | 459.8123 | 5.7 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | select pass | 0 | 3 | 242.9676 | 1.4 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | compact build | 0 | 3 | 652.0155 | 2.8 | kernel
cell      compaction | 2 bigint + varchar | 0.1 | compact pass | 0 | 3 | 263.7092 | 10.7 | kernel
cell      compaction | 2 bigint + varchar | 1 | select build | 0 | 11 | 155.3440 | 14.7 | kernel
cell      compaction | 2 bigint + varchar | 1 | select pass | 0 | 11 | 83.8243 | 50.4 | kernel
cell      compaction | 2 bigint + varchar | 1 | compact build | 0 | 11 | 251.5199 | 5.3 | kernel
cell      compaction | 2 bigint + varchar | 1 | compact pass | 0 | 11 | 72.4480 | 8.0 | kernel
cell      compaction | 2 bigint + varchar | 5 | select build | 0 | 49 | 31.7642 | 8.3 | kernel
cell      compaction | 2 bigint + varchar | 5 | select pass | 0 | 49 | 25.1788 | 10.3 | kernel
cell      compaction | 2 bigint + varchar | 5 | compact build | 0 | 49 | 69.4869 | 5.7 | kernel
cell      compaction | 2 bigint + varchar | 5 | compact pass | 0 | 49 | 21.1034 | 6.5 | kernel
cell      compaction | 2 bigint + varchar | 10 | select build | 0 | 100 | 17.8636 | 11.8 | kernel
cell      compaction | 2 bigint + varchar | 10 | select pass | 0 | 100 | 16.4655 | 7.5 | kernel
cell      compaction | 2 bigint + varchar | 10 | compact build | 0 | 100 | 64.5325 | 29.4 | kernel
cell      compaction | 2 bigint + varchar | 10 | compact pass | 0 | 100 | 15.5656 | 11.7 | kernel
cell      compaction | 2 bigint + varchar | 25 | select build | 0 | 255 | 8.5838 | 11.9 | kernel
cell      compaction | 2 bigint + varchar | 25 | select pass | 0 | 255 | 11.5266 | 9.3 | kernel
cell      compaction | 2 bigint + varchar | 25 | compact build | 0 | 255 | 38.3346 | 5.1 | kernel
cell      compaction | 2 bigint + varchar | 25 | compact pass | 0 | 255 | 10.9960 | 4.6 | kernel
cell      compaction | 2 bigint + varchar | 50 | select build | 0 | 514 | 5.7972 | 7.6 | kernel
cell      compaction | 2 bigint + varchar | 50 | select pass | 0 | 514 | 9.0871 | 7.4 | kernel
cell      compaction | 2 bigint + varchar | 50 | compact build | 0 | 514 | 33.5366 | 8.9 | kernel
cell      compaction | 2 bigint + varchar | 50 | compact pass | 0 | 514 | 9.9709 | 6.7 | kernel
cell      compaction | 2 bigint + varchar | 75 | select build | 0 | 765 | 4.8090 | 3.1 | kernel
cell      compaction | 2 bigint + varchar | 75 | select pass | 0 | 765 | 8.8017 | 4.6 | kernel
cell      compaction | 2 bigint + varchar | 75 | compact build | 0 | 765 | 28.2244 | 4.4 | kernel
cell      compaction | 2 bigint + varchar | 75 | compact pass | 0 | 765 | 8.5333 | 2.4 | kernel
cell      compaction | 2 bigint + varchar | 100 | select build | 0 | 1024 | 4.3522 | 3.3 | kernel
cell      compaction | 2 bigint + varchar | 100 | select pass | 0 | 1024 | 12.5306 | 27.4 | kernel
cell      compaction | 2 bigint + varchar | 100 | compact build | 0 | 1024 | 49.1670 | 35.5 | kernel
cell      compaction | 2 bigint + varchar | 100 | compact pass | 0 | 1024 | 9.1975 | 9.5 | kernel
cell      sizes | compare flat/flat | 256 | flat | 0 | 256 | 2.2019 | 45.1 | kernel
cell      sizes | compare dict/const | 256 | flat | 0 | 256 | 3.0096 | 22.5 | kernel
cell      sizes | add flat/flat | 256 | flat | 0 | 256 | 2.2375 | 17.0 | kernel
cell      sizes | select then one pass | 256 | flat | 0 | 131 | 13.6964 | 13.2 | kernel
cell      sizes | compact then one pass | 256 | flat | 0 | 131 | 21.6895 | 6.8 | kernel
cell      sizes | compare flat/flat | 512 | flat | 0 | 512 | 1.2252 | 18.7 | kernel
cell      sizes | compare dict/const | 512 | flat | 0 | 512 | 1.7683 | 1.0 | kernel
cell      sizes | add flat/flat | 512 | flat | 0 | 512 | 1.8040 | 5.6 | kernel
cell      sizes | select then one pass | 512 | flat | 0 | 257 | 8.0195 | 11.7 | kernel
cell      sizes | compact then one pass | 512 | flat | 0 | 257 | 17.4429 | 3.7 | kernel
cell      sizes | compare flat/flat | 1024 | flat | 0 | 1024 | 1.3302 | 2.5 | kernel
cell      sizes | compare dict/const | 1024 | flat | 0 | 1024 | 1.3421 | 10.4 | kernel
cell      sizes | add flat/flat | 1024 | flat | 0 | 1024 | 1.4970 | 6.7 | kernel
cell      sizes | select then one pass | 1024 | flat | 0 | 514 | 6.9051 | 8.0 | kernel
cell      sizes | compact then one pass | 1024 | flat | 0 | 514 | 12.3386 | 10.5 | kernel
cell      sizes | compare flat/flat | 2048 | flat | 0 | 2048 | 1.2370 | 16.4 | kernel
cell      sizes | compare dict/const | 2048 | flat | 0 | 2048 | 1.5858 | 3.1 | kernel
cell      sizes | add flat/flat | 2048 | flat | 0 | 2048 | 1.6378 | 2.4 | kernel
cell      sizes | select then one pass | 2048 | flat | 0 | 1023 | 6.5254 | 1.0 | kernel
cell      sizes | compact then one pass | 2048 | flat | 0 | 1023 | 11.9711 | 5.9 | kernel
cell      sizes | compare flat/flat | 4096 | flat | 0 | 4096 | 0.9504 | 10.0 | kernel
cell      sizes | compare dict/const | 4096 | flat | 0 | 4096 | 1.3594 | 2.0 | kernel
cell      sizes | add flat/flat | 4096 | flat | 0 | 4096 | 1.4412 | 14.0 | kernel
cell      sizes | select then one pass | 4096 | flat | 0 | 2051 | 5.1779 | 14.3 | kernel
cell      sizes | compact then one pass | 4096 | flat | 0 | 2051 | 10.4140 | 5.2 | kernel

[kernels]
machine   vmi3391933
rudb      0.2.3 b5ff414
recorded  2026-09-11
cell      comparison | Bool | BOOLEAN | flat/flat | 0 | 1024 | 0.2198 | 9.1 | kernel
cell      comparison | Bool | BOOLEAN | flat/const | 0 | 1024 | 0.3329 | 14.8 | kernel
cell      comparison | Bool | BOOLEAN | const/flat | 0 | 1024 | 0.4421 | 28.5 | kernel
cell      comparison | Bool | BOOLEAN | dict/const | 0 | 1024 | 1.8297 | 20.6 | kernel
cell      comparison | Bool | BOOLEAN | dict/flat | 0 | 1024 | 1.5289 | 9.6 | kernel
cell      comparison | Bool | BOOLEAN | flat/flat | 1 | 1024 | 1.3808 | 16.1 | kernel
cell      comparison | Bool | BOOLEAN | flat/const | 1 | 1024 | 1.4887 | 8.1 | kernel
cell      comparison | Bool | BOOLEAN | const/flat | 1 | 1024 | 1.4295 | 16.1 | kernel
cell      comparison | Bool | BOOLEAN | dict/const | 1 | 1024 | 1.6216 | 4.7 | kernel
cell      comparison | Bool | BOOLEAN | dict/flat | 1 | 1024 | 2.6806 | 1.4 | kernel
cell      comparison | Bool | BOOLEAN | flat/flat | 50 | 1024 | 1.5809 | 4.2 | kernel
cell      comparison | Bool | BOOLEAN | flat/const | 50 | 1024 | 1.5848 | 3.4 | kernel
cell      comparison | Bool | BOOLEAN | const/flat | 50 | 1024 | 1.7088 | 2.8 | kernel
cell      comparison | Bool | BOOLEAN | dict/const | 50 | 1024 | 1.3639 | 10.2 | kernel
cell      comparison | Bool | BOOLEAN | dict/flat | 50 | 1024 | 2.9927 | 15.1 | kernel
cell      comparison | Int8 | TINYINT | flat/flat | 0 | 1024 | 0.2149 | 8.5 | kernel
cell      arithmetic | Int8 | TINYINT | flat/flat | 0 | 1024 | 1.4261 | 6.9 | kernel
cell      comparison | Int8 | TINYINT | flat/const | 0 | 1024 | 0.3899 | 8.9 | kernel
cell      arithmetic | Int8 | TINYINT | flat/const | 0 | 1024 | 1.1680 | 2.8 | kernel
cell      comparison | Int8 | TINYINT | const/flat | 0 | 1024 | 0.3945 | 8.1 | kernel
cell      arithmetic | Int8 | TINYINT | const/flat | 0 | 1024 | 1.5381 | 9.3 | kernel
cell      comparison | Int8 | TINYINT | dict/const | 0 | 1024 | 1.8427 | 20.0 | kernel
cell      arithmetic | Int8 | TINYINT | dict/const | 0 | 1024 | 1.8131 | 6.8 | kernel
cell      comparison | Int8 | TINYINT | dict/flat | 0 | 1024 | 1.3368 | 5.7 | kernel
cell      arithmetic | Int8 | TINYINT | dict/flat | 0 | 1024 | 1.5557 | 5.2 | kernel
cell      comparison | Int8 | TINYINT | flat/flat | 1 | 1024 | 1.4066 | 14.6 | kernel
cell      arithmetic | Int8 | TINYINT | flat/flat | 1 | 1024 | 2.7518 | 12.5 | kernel
cell      comparison | Int8 | TINYINT | flat/const | 1 | 1024 | 1.4780 | 4.4 | kernel
cell      arithmetic | Int8 | TINYINT | flat/const | 1 | 1024 | 2.3692 | 2.9 | kernel
cell      comparison | Int8 | TINYINT | const/flat | 1 | 1024 | 1.3502 | 13.9 | kernel
cell      arithmetic | Int8 | TINYINT | const/flat | 1 | 1024 | 2.5028 | 10.0 | kernel
cell      comparison | Int8 | TINYINT | dict/const | 1 | 1024 | 1.3558 | 4.1 | kernel
cell      arithmetic | Int8 | TINYINT | dict/const | 1 | 1024 | 1.4239 | 5.1 | kernel
cell      comparison | Int8 | TINYINT | dict/flat | 1 | 1024 | 2.3308 | 1.0 | kernel
cell      arithmetic | Int8 | TINYINT | dict/flat | 1 | 1024 | 2.7834 | 5.9 | kernel
cell      comparison | Int8 | TINYINT | flat/flat | 50 | 1024 | 1.8061 | 42.3 | kernel
cell      arithmetic | Int8 | TINYINT | flat/flat | 50 | 1024 | 3.0952 | 57.2 | kernel
cell      comparison | Int8 | TINYINT | flat/const | 50 | 1024 | 2.1802 | 27.1 | kernel
cell      arithmetic | Int8 | TINYINT | flat/const | 50 | 1024 | 2.7215 | 14.6 | kernel
cell      comparison | Int8 | TINYINT | const/flat | 50 | 1024 | 2.0427 | 32.1 | kernel
cell      arithmetic | Int8 | TINYINT | const/flat | 50 | 1024 | 2.5484 | 11.5 | kernel
cell      comparison | Int8 | TINYINT | dict/const | 50 | 1024 | 1.4471 | 14.2 | kernel
cell      arithmetic | Int8 | TINYINT | dict/const | 50 | 1024 | 1.7503 | 6.5 | kernel
cell      comparison | Int8 | TINYINT | dict/flat | 50 | 1024 | 2.5290 | 4.2 | kernel
cell      arithmetic | Int8 | TINYINT | dict/flat | 50 | 1024 | 3.2332 | 6.4 | kernel
cell      comparison | Int16 | SMALLINT | flat/flat | 0 | 1024 | 0.2542 | 5.8 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/flat | 0 | 1024 | 1.5980 | 18.9 | kernel
cell      comparison | Int16 | SMALLINT | flat/const | 0 | 1024 | 0.3749 | 4.2 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/const | 0 | 1024 | 1.6034 | 8.1 | kernel
cell      comparison | Int16 | SMALLINT | const/flat | 0 | 1024 | 0.3761 | 3.0 | kernel
cell      arithmetic | Int16 | SMALLINT | const/flat | 0 | 1024 | 1.3957 | 11.8 | kernel
cell      comparison | Int16 | SMALLINT | dict/const | 0 | 1024 | 1.5340 | 7.5 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/const | 0 | 1024 | 1.6784 | 5.5 | kernel
cell      comparison | Int16 | SMALLINT | dict/flat | 0 | 1024 | 1.3554 | 4.1 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/flat | 0 | 1024 | 1.3933 | 7.1 | kernel
cell      comparison | Int16 | SMALLINT | flat/flat | 1 | 1024 | 1.5947 | 26.4 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/flat | 1 | 1024 | 2.6683 | 3.4 | kernel
cell      comparison | Int16 | SMALLINT | flat/const | 1 | 1024 | 1.4713 | 12.4 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/const | 1 | 1024 | 2.9201 | 6.2 | kernel
cell      comparison | Int16 | SMALLINT | const/flat | 1 | 1024 | 1.6261 | 8.4 | kernel
cell      arithmetic | Int16 | SMALLINT | const/flat | 1 | 1024 | 3.2349 | 9.4 | kernel
cell      comparison | Int16 | SMALLINT | dict/const | 1 | 1024 | 1.7647 | 16.2 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/const | 1 | 1024 | 2.0263 | 7.6 | kernel
cell      comparison | Int16 | SMALLINT | dict/flat | 1 | 1024 | 2.7165 | 6.6 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/flat | 1 | 1024 | 2.5492 | 8.1 | kernel
cell      comparison | Int16 | SMALLINT | flat/flat | 50 | 1024 | 1.5511 | 12.5 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/flat | 50 | 1024 | 2.7901 | 28.2 | kernel
cell      comparison | Int16 | SMALLINT | flat/const | 50 | 1024 | 1.5500 | 13.2 | kernel
cell      arithmetic | Int16 | SMALLINT | flat/const | 50 | 1024 | 2.5852 | 6.6 | kernel
cell      comparison | Int16 | SMALLINT | const/flat | 50 | 1024 | 1.6677 | 11.9 | kernel
cell      arithmetic | Int16 | SMALLINT | const/flat | 50 | 1024 | 2.6923 | 12.8 | kernel
cell      comparison | Int16 | SMALLINT | dict/const | 50 | 1024 | 1.6572 | 3.0 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/const | 50 | 1024 | 1.7483 | 20.8 | kernel
cell      comparison | Int16 | SMALLINT | dict/flat | 50 | 1024 | 2.7495 | 14.3 | kernel
cell      arithmetic | Int16 | SMALLINT | dict/flat | 50 | 1024 | 3.0648 | 5.0 | kernel
cell      comparison | Int32 | INTEGER | flat/flat | 0 | 1024 | 0.4515 | 28.0 | kernel
cell      arithmetic | Int32 | INTEGER | flat/flat | 0 | 1024 | 1.4535 | 9.5 | kernel
cell      comparison | Int32 | INTEGER | flat/const | 0 | 1024 | 0.4863 | 14.1 | kernel
cell      arithmetic | Int32 | INTEGER | flat/const | 0 | 1024 | 1.3012 | 5.5 | kernel
cell      comparison | Int32 | INTEGER | const/flat | 0 | 1024 | 0.4971 | 17.8 | kernel
cell      arithmetic | Int32 | INTEGER | const/flat | 0 | 1024 | 1.3705 | 3.2 | kernel
cell      comparison | Int32 | INTEGER | dict/const | 0 | 1024 | 1.4783 | 31.4 | kernel
cell      arithmetic | Int32 | INTEGER | dict/const | 0 | 1024 | 1.6072 | 9.2 | kernel
cell      comparison | Int32 | INTEGER | dict/flat | 0 | 1024 | 1.3640 | 15.2 | kernel
